time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
9960,-1.26,-0.02,-0.16,0.03,-0.00,0.04
9961,-1.16,-0.02,-0.16,0.03,-0.11,0.04
9962,-1.16,0.08,0.05,-0.18,-0.21,-0.07
9963,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
9964,-1.16,-0.02,-0.05,0.03,-0.00,0.04
9965,-1.16,-0.02,-0.05,0.03,-0.00,0.04
9966,-1.16,-0.02,-0.05,-0.08,-0.00,-0.07
9967,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
9968,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9969,-1.26,0.08,-0.16,0.13,-0.11,-0.07
9970,-1.26,-0.02,-0.05,-0.08,-0.21,-0.07
9971,-1.16,-0.02,-0.05,0.13,-0.00,-0.07
9972,-1.16,-0.13,-0.05,0.13,-0.11,0.04
9973,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
9974,-1.26,-0.02,-0.05,-0.08,-0.00,0.04
9975,-1.16,0.08,-0.05,0.03,-0.11,-0.17
9976,-1.26,-0.02,-0.16,0.03,-0.00,-0.07
9977,-1.36,-0.13,-0.05,0.03,-0.11,0.14
9978,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9979,-1.16,-0.02,-0.05,-0.08,-0.21,-0.17
9980,-1.16,0.08,-0.05,0.03,-0.21,0.04
9981,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
9982,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
9983,-1.26,-0.02,-0.05,0.03,-0.00,0.04
9984,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
9985,-1.16,0.08,-0.05,-0.08,-0.21,-0.07
9986,-1.16,-0.02,-0.05,0.13,-0.11,0.14
9987,-1.26,-0.02,-0.16,0.03,-0.11,-0.07
9988,-1.26,-0.13,-0.05,0.13,-0.11,-0.07
9989,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9990,-1.16,-0.02,0.05,-0.08,-0.00,-0.17
9991,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
9992,-1.26,-0.02,-0.05,-0.08,-0.00,-0.07
9993,-1.16,-0.02,-0.05,0.03,-0.21,-0.17
9994,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
9995,-1.26,-0.02,-0.05,0.13,-0.00,-0.07
9996,-1.26,-0.02,-0.05,0.03,-0.00,-0.17
9997,-1.16,0.19,-0.05,0.03,-0.11,-0.07
